,01_0,01_1,01_2,01_3,01_4,02_0,02_1,02_2,02_3,02_4,03_0,03_1,03_2,03_3,03_4,04_0,04_1,04_2,04_3,04_4,05_0,05_1,05_2,05_3,05_4,06_0,06_1,06_2,06_3,06_4,07_0,07_1,07_2,07_3,07_4
0,0.316227766016838,0.37029646794937643,1.2180611818991647,0.1138584623343256,0.00918255106373116,1.0,1.1709802482355691,3.8518476642380204,0.36005207186096067,0.02903777609219243,3.16227766016838,3.702964679493764,12.180611818991647,1.138584623343256,0.09182551063731159,10.000000000000002,11.709802482355693,38.518476642380215,3.600520718609607,0.29037776092192435,31.622776601683796,37.029646794937634,121.80611818991645,11.38584623343256,0.9182551063731159,100.0,117.09802482355691,385.18476642380205,36.005207186096065,2.903777609219243,1000.0,1170.980248235569,3851.84766423802,360.0520718609606,29.037776092192427
