,01_0,01_1,01_2,01_3,01_4,02_0,02_1,02_2,02_3,02_4,03_0,03_1,03_2,03_3,03_4,04_0,04_1,04_2,04_3,04_4,05_0,05_1,05_2,05_3,05_4,06_0,06_1,06_2,06_3,06_4,07_0,07_1,07_2,07_3,07_4
0,95.24232863535298,94.68702049177541,77.18763348412641,47.4135368113691,1.56765215012162,198.05785105362412,200.14965828806456,163.5498736631896,112.18315967739375,4.894310174845229,353.81240064815404,360.28831136502436,305.3253910262562,225.06441922784705,14.897288275737385,563.4229063606053,574.1025171504641,506.8452109096629,392.7090411080456,42.48488193989138,824.5270926201403,838.013299291051,763.9838501683887,615.0682305773419,106.58720804805195,1141.1168116086712,1156.0958735090821,1076.4441935370019,889.6864257729326,224.84001326905457,2019.936603289736,2035.44369531266,1922.3753111848414,1633.5266551324341,637.1785431851939
